userName,content,score,at
Pengguna Google,barangnya bagus tidak mengecewakan sesuai pesanan,5,2026-03-06 11:18:27
Pengguna Google,"Shopee koo di update malah gak bisa buka game,, siram tanaman juga gak bisa,,,,",3,2026-03-06 11:17:31
Pengguna Google,"udah pake filter cod, tapi yang muncul kebanyakan toko yang gk bisa pake cod",3,2026-03-06 11:16:42
Pengguna Google,untuk sementara Ok,5,2026-03-06 11:15:52
Pengguna Google,bagus banget dee,5,2026-03-06 11:14:41
Pengguna Google,Sangat nyaman berbelanja dan sudah beberapa tahun ini tidak pernah ada kendala selama berbelanja... terima kasih shopee,5,2026-03-06 11:14:38
Pengguna Google,"pengiriman sangat lambat gk sesuai ekspedisi nya terkadang ekspedisi nya tuh suka berubah ubah selalu diundur mulu, pliss deh perbaiki hal itu, kita tuh butuh barang itu secepatnya tapi malah trs di undur mulu jadinya gk kepake barangnya!!! trs katanya selalu ada voucher diskon tapi kenyataan nya gk ada jadi kita tuh harus beli banyak barang dulu atau gk yang di atas 100rb baru dapat diskon but dikon nya juga cuman 20rb-an bahkan voucher gratis ongkirnya juga kagak ada gimana sih!!",1,2026-03-06 11:10:46
Pengguna Google,saya sangat terbantu dengan cod di shopee,5,2026-03-06 11:09:55
Pengguna Google,sayang semenjak menggunakan shopee mau membeli apapun itu jadi mudah dan harganya terjangkau,5,2026-03-06 11:09:51
Pengguna Google,"semakin kesini,semakin banyak barang palsu,, spx pengiriman 1minggu lebih gila .. layanan bosok",1,2026-03-06 11:09:44
Pengguna Google,belanja disophee menyenang kan gratis ongkir yyang gak habis habis 1000x menyengakan,5,2026-03-06 11:09:41
Pengguna Google,system pesanan ke resto tolong diperbaiki,1,2026-03-06 11:07:41
Pengguna Google,shoope sangat berguna bagi saya,5,2026-03-06 11:06:22
Pengguna Google,aku sangat puas dengan shopee ini apa pagi produk produk nya murah murah🤭🤌🏻🤌🏻😖,5,2026-03-06 11:05:32
Pengguna Google,cocok untuk belanja,5,2026-03-06 11:04:55
Pengguna Google,"sangat kecewa ,di saat saya beli token PLN di pakai shopee pay,eh malah tokennya masih proses seharian masih saja proses katanya kendala dari PLN,padahal saya beli di counter biasa PLN aman,kecewa kapok ga lagi2 beli token di shopee,bagi yang urgent mending ga usah beli token,pulsa di shopee sebab kalau lama kita juga yang repot,kalau kendala saya sudah teratasi baru deh ganti bintang,saat ini saya sangat kecewa",1,2026-03-06 11:04:21
Pengguna Google,Good job kenapa shopy paylater saya di bekukan?padahal sudah lunas tidak ada tagihan,5,2026-03-06 11:03:42
Pengguna Google,pelayanan oke banget....ada kendala....cepet terselesaikan.....belanja aman di shopee......gak usah ragu....aman nyaman...,5,2026-03-06 11:02:46
Pengguna Google,sangat cocok,5,2026-03-06 11:02:01
Pengguna Google,kurang bijaksana,1,2026-03-06 10:59:37
Pengguna Google,apk tolol. orang GK pesen tp datang barang. di tambah barang nya sampah semua,5,2026-03-06 10:59:23
Pengguna Google,puas belanja di shopee mantap,5,2026-03-06 10:59:05
Pengguna Google,tingkat kan lgi koneksi jaringan nya dan bnyakin promo nya dan voucher,5,2026-03-06 10:58:14
Pengguna Google,terbaik,5,2026-03-06 10:57:04
Pengguna Google,driver Shopeefood nya gak ada yg mau ambil pesanan saya tolong di perbaiki lagi masalah driver nya masak gak ada yg mau ngambil,1,2026-03-06 10:56:12
Pengguna Google,paket cuman muter2 pengantaran sampai 2 hari padahan gudang paket deket,1,2026-03-06 10:56:12
Pengguna Google,"layanan baik,semoga menjaga kwalitas barang sesuai pesanan pelanggan yaa,,sukses selalu shopee❤️✨️✨️✨️✨️✨️",5,2026-03-06 10:56:04
Pengguna Google,"pengiriman lama, kurir ga niat kerja,",1,2026-03-06 10:54:46
Pengguna Google,KA bisa ga aku dapat paylater?,5,2026-03-06 10:54:17
Pengguna Google,"ini Shopee gimana,sdh lebih 3 thn,akun masih dibekukan,woi shopee",1,2026-03-06 10:52:04
Pengguna Google,Ongki paling murah,5,2026-03-06 10:51:32
Pengguna Google,paket lama,1,2026-03-06 10:51:24
Pengguna Google,bagus,5,2026-03-06 10:50:42
Pengguna Google,saya ada shopylater& knpa banyak akun spam link penipuan....,3,2026-03-06 10:48:18
Pengguna Google,tiga dulu karna masih banyak toko yang menipu konsumen di dalamnya,3,2026-03-06 10:47:02
Pengguna Google,cari driver shopee foodnya sangat lama,1,2026-03-06 10:45:42
Pengguna Google,aplikasinya oke/bagus. ttpi ongkirnya aja ke Sulbar masih tinggi.,5,2026-03-06 10:45:24
Pengguna Google,top markotop di kokop,5,2026-03-06 10:44:28
Pengguna Google,puas,5,2026-03-06 10:44:21
Pengguna Google,OK,5,2026-03-06 10:43:23
Pengguna Google,"susah banget cari driver,Berjam jam saya tungguin g dapet""",1,2026-03-06 10:42:59
Pengguna Google,cukup membantu dalam berbelanja aplikasi yang sangat bermanfaat sangat berguna,5,2026-03-06 10:41:06
Pengguna Google,"Banyak penjual dan toko yang tidak sesuai,",4,2026-03-06 10:40:35
Pengguna Google,"makin parah pelayanannya, apalagi jasa kirim nya spx, bisa hampir 1 bulan pun belum tiba pesanan di buatnya, bisa di batalkan sama jasa kirim sendiri juga",2,2026-03-06 10:40:12
Pengguna Google,belanja mudah dan cepat,5,2026-03-06 10:39:56
Pengguna Google,semoga tetap teguh dan semangat 💪💪💪... Terima kasih.,5,2026-03-06 10:36:38
Pengguna Google,"uangku 44.500 gk bisa ke ambil giman kni, mau upgrade tapi gk bisa padaal nomer sudah sesuai, katanya nomer pake nomer lama pdaal akun shopee pey sama shopee nomernya sama",1,2026-03-06 10:35:37
Pengguna Google,mantap pesenan bner terus gak pernah Gagal..pertahankan bos,5,2026-03-06 10:35:24
Pengguna Google,"spx hemat ,spx standart pengiriman kayak t4i. paket 2 hari nyetuk di 1 tempat terus. cekout sblm shope 1212. tapi ga smpe"" , lama bngt..",1,2026-03-06 10:35:10
Pengguna Google,jossssss,5,2026-03-06 10:35:08
Pengguna Google,👍👍👍👍,5,2026-03-06 10:31:36
Pengguna Google,"kasih rating jelek deh, paket lama banget ga gerak2 sampe 3 Minggu lebih.",2,2026-03-06 10:30:20
Pengguna Google,tidak membuka aplikasi shopee tapi tiba tiba pesan barang..... aneh banget...,1,2026-03-06 10:30:13
Pengguna Google,Ok sukses selalu memenuhi kebutuhan,5,2026-03-06 10:29:52
Pengguna Google,puas bangettt,5,2026-03-06 10:29:02
Pengguna Google,selalu dapet harga termurah di shopee 👍👍👍,5,2026-03-06 10:28:45
Pengguna Google,Sering ngeleg dan lemot,2,2026-03-06 10:27:19
Pengguna Google,mantap,3,2026-03-06 10:27:05
Pengguna Google,sangat puas sekali,5,2026-03-06 10:26:18
Pengguna Google,aplikasi aneh. verify tp ga pernah selesai,1,2026-03-06 10:25:58
Pengguna Google,cukup ngebantu walau masih ada barang yg kagak sesuai pesanan,5,2026-03-06 10:23:52
Pengguna Google,"Shoope sekarang lemot,lag udah itu susah banget login akunnya mohon di perbaiki min",5,2026-03-06 10:22:09
Pengguna Google,Aplikasi apaan ini baru juga buka mau pilih2 eh malah keluar mulu jd gx perlu d kash bintang,3,2026-03-06 10:20:44
Pengguna Google,"dikit2 terdeteksi aktivitas tidak wajar, tolong dibenahi, akun udah ngikutin smua syarat,nunggu 3 bln lbh akunnya ga kunjung membaik, takut bikin akun baru nnt kedeteksi lagi, dlu2 ga gitu kak",1,2026-03-06 10:20:11
Pengguna Google,kenapa sekarang tidak bisa cod kenapa sekarang tidak bisa bayar di tempat,2,2026-03-06 10:19:16
Pengguna Google,tempatnya shoping ternyaman,5,2026-03-06 10:19:13
Pengguna Google,"saya ga bisa masuk akun saya pribadi, kenapa ya? selalu kembali untuk ke halaman utama",2,2026-03-06 10:18:30
Pengguna Google,Good banyakin promo sama ongkir nya.,5,2026-03-06 10:17:52
Pengguna Google,"pengiriman nya kadang cepat kalo masih se-pulau,kurir nya juga rutin ngasih info,good job lah buat shopee🫡🫡🫡",5,2026-03-06 10:17:16
Pengguna Google,👍👍👍🙏🙏🙏,5,2026-03-06 10:16:58
Pengguna Google,Ga ada filter barang bekas. Gak ada shorcut langsul menjual. Gak bisa sat set das des las les. pertama buka app yg muncul bukan home malah live shopee.,1,2026-03-06 10:15:52
Pengguna Google,sangat bagus,5,2026-03-06 10:15:39
Pengguna Google,Kebanyakan voucher gratis ongkir yg shoppe pay Mohon seimbangin banyakin juga gratis ongkir yg biasanya,5,2026-03-06 10:13:54
Pengguna Google,good,5,2026-03-06 10:13:25
Pengguna Google,"izin, kenapa kurir di shopee gapernah mau ngechat dulu? apa bagi mereka se ga penting itu buat ngechat, paket saya jadi tertunda terus",1,2026-03-06 10:12:47
Pengguna Google,ok jos,5,2026-03-06 10:09:56
Pengguna Google,sangat membantu untuk yang tinggal di daerah,5,2026-03-06 10:09:34
Pengguna Google,shoope bagus tolong di pengiriman nya di tingkat kan.,5,2026-03-06 10:09:10
Pengguna Google,selama belanja di Shopee kebanyakan saya puas dengan layanannya,5,2026-03-06 10:07:30
Pengguna Google,mantap,5,2026-03-06 10:05:19
Pengguna Google,Pelayanan lama sekali,1,2026-03-06 10:00:57
Pengguna Google,"bagus dan di tambah ada fitur paylater untuk pengguna baru , jadi bisa bebas belanja",5,2026-03-06 10:00:04
Pengguna Google,apk gampang kena hack udh dua kali ada yang pesen paket pake akun gw.,1,2026-03-06 09:58:52
Pengguna Google,"kalo mau return yang kurir nya dari spx tuh sekarang susah banget, di batalkan padahal status barang masih dikemas belum dikirim aja ga bisa, barang udah sampe mau langsung return lewat kurir juga ga bisa harus cari agen Shopee nya, kalo gini terus sih better ke toko shop yang lain yaaa. mohon dong buat management Shopee diperbaiki lagi sistem nya yang ini",1,2026-03-06 09:55:47
Pengguna Google,"Shoppe nya makin lelet aja,jdi males belanja d shoppe tlng perbaiki min",4,2026-03-06 09:55:01
Pengguna Google,"sangat membantu, belanja dr rmh aja engak ribet, engak cape liat sana sini. poke mantap, sukses selalu shopeee",5,2026-03-06 09:52:37
Pengguna Google,mau co aja harus di aplikasi,1,2026-03-06 09:48:46
Pengguna Google,"optimalisasinya kurang, pd xiaomi 14t pasang iklan lemot sekali",5,2026-03-06 09:47:50
Pengguna Google,"product pd bgus n murah tp qualitas ok,pngiriman pun cpat n ssuai dgn psanan.good job shopee..👍🏻👍🏻👍🏻🥰",5,2026-03-06 09:46:38
Pengguna Google,barang sesuai pesanan,5,2026-03-06 09:45:58
Pengguna Google,ok,5,2026-03-06 09:45:56
Pengguna Google,kerennya 👍,5,2026-03-06 09:45:08
Pengguna Google,"Shopee tidak ramah untuk umkm, banyak produk ilegal yang masih dijual disini! biaya admin yng mencekik dan masih pakai klausul baku. tidak rekomendasi sesuai bintang",1,2026-03-06 09:45:06
Pengguna Google,nice🫶,5,2026-03-06 09:44:57
Pengguna Google,Bagus bgt,4,2026-03-06 09:43:19
Pengguna Google,semua ada ada semua,5,2026-03-06 09:43:14
Pengguna Google,bagus,5,2026-03-06 09:42:35
Pengguna Google,baik,2,2026-03-06 09:41:47
Pengguna Google,Terimakasih untuk shopee food driver yang telah mengabulkan banding saya terima kasih kedepannya shopee food driver lebih baik lagi kedepannya,5,2026-03-06 09:41:16
Pengguna Google,yang terbaik diantara lain,5,2026-03-06 09:40:42
Pengguna Google,pengiriman cepat dan amanah,5,2026-03-06 09:38:19
Pengguna Google,masih yg terbaik 👍🏻,5,2026-03-06 09:37:31
Pengguna Google,aplikasi belanja terpercaya dan aman..,4,2026-03-06 09:36:42
Pengguna Google,"pesanan cepat,,tapi kurirnya yang malas antar",4,2026-03-06 09:36:14
Pengguna Google,pengiriman cepat dan ongkir murah banget jangan lupa belanja di shoppe yah teman2,5,2026-03-06 09:34:32
Pengguna Google,pengirimannya sangat lama,1,2026-03-06 09:33:05
Pengguna Google,sangat senang menggunakan shopee. belanja jadi mudah,5,2026-03-06 09:31:12
Pengguna Google,aplikasi yg sangat membantu untuk memenuhi kebutuhan di saat sedang tidak ingin keluar rumah.,5,2026-03-06 09:30:01
Pengguna Google,"sangat puas blanja di sopi...simpel..tinggal pesan datang sendiri GK perlu repot"" pergi...😁",5,2026-03-06 09:29:29
Pengguna Google,bagus,5,2026-03-06 09:29:02
Pengguna Google,"knp setiap saya masukin no dan akun saya,tidak bisa login? padahal saya baru ini menggunakan shopee tapi sistemnya bilang""anda sudah tidak terdaftar lagi di shopee"",tolong lah min masa cuman login shopee susah nya minta ampun",1,2026-03-06 09:27:05
Pengguna Google,"paket belum nyampek rumah tiba2 di jadwal ulang, tambah gk jelas, kurirnya gitu, gk ngabarin gak wa, langsung di bawa balik paketnya kocak",1,2026-03-06 09:26:50
Pengguna Google,"jujur seneng banget beli di shopee gk takut uang hilang karena ada pengembalian dana klo barang salah atau gmn ,cs shoppe klo ditlpn tu gercep banget nanganinny ada solusinya jg thanks shoppe 🙏🙏🥰🥰",5,2026-03-06 09:26:42
Pengguna Google,"1. Aplikasi anda seringkali erorr, 2. Kurir anda di wilayah bogor ada yang bersikap sangat tidak sopan (untuk info lebih jelas bisa PM)",1,2026-03-06 09:26:35
Pengguna Google,bagus banget,5,2026-03-06 09:26:26
Pengguna Google,aplikasi yang masih bisa saya percaya,5,2026-03-06 09:25:44
Pengguna Google,kereen,5,2026-03-06 09:25:20
Pengguna Google,Mempermudah belanja segala kebutuhan,5,2026-03-06 09:23:06
Pengguna Google,cepat mengingatkan 👍,4,2026-03-06 09:23:05
